pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
3.933149,1784370868.435595,128,-3.00475478,-3.23017454,-1.25239754,0.449999958,114.168007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.933149,1784370868.435595,129,-3.00497603,-3.23042822,-1.25297928,0.449999958,114.193008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.964223,1784370868.466669,130,-3.00817823,-3.22841406,-1.2536087,0.449999958,114.218002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.996306,1784370868.498751,131,-3.00789499,-3.23099947,-1.25417328,0.449999958,114.243004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.027899,1784370868.530344,132,-3.00933099,-3.2337513,-1.25445366,0.449999958,114.268005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.059573,1784370868.562019,133,-3.01037931,-3.22540712,-1.2549572,0.449999958,114.293007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.059573,1784370868.562019,134,-3.01127529,-3.22648621,-1.25562477,0.449999958,114.318008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.091082,1784370868.593527,135,-3.00988102,-3.22534132,-1.2557869,0.449999958,114.343002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.122194,1784370868.624640,136,-3.00996804,-3.2253809,-1.25584793,0.449999958,114.368004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.153372,1784370868.655818,137,-3.01200461,-3.22796822,-1.25635529,0.449999958,114.393005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.185217,1784370868.687663,138,-3.01054811,-3.23236609,-1.25665855,0.449999958,114.418007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.185217,1784370868.687663,139,-3.00976801,-3.22787809,-1.25705719,0.449999958,114.443008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.216019,1784370868.718464,140,-3.01037502,-3.22515726,-1.2574749,0.449999958,114.468002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.247403,1784370868.749848,141,-3.01023245,-3.22333193,-1.25810242,0.449999958,114.493004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.278474,1784370868.780919,142,-3.0084517,-3.22331095,-1.25823021,0.449999958,114.518005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.309738,1784370868.812183,143,-3.00887728,-3.22877216,-1.25885391,0.449999958,114.543007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.309738,1784370868.812183,144,-3.00948858,-3.23145056,-1.25961494,0.449999958,114.568008,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.340973,1784370868.843418,145,-3.01036787,-3.23032618,-1.25979614,0.449999958,114.593002,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.371867,1784370868.874312,146,-3.00700045,-3.23119164,-1.26033974,0.449999958,114.618004,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.403093,1784370868.905539,147,-3.00674152,-3.2305913,-1.26050758,0.449999958,114.643005,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
4.434658,1784370868.937104,148,-3.01041746,-3.23286629,-1.26132202,0.449999958,114.668007,0,0,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
