pc_elapsed_s,pc_unix_s,frame_index,roll_deg,pitch_deg,yaw_deg,range_height_m,fc_time_s,vel_est_x_m_s,vel_est_y_m_s,coax_roll_rate_kd,coax_pitch_rate_kd,coax_yaw_angle_kp,coax_yaw_rate_kd,vel_loop_x_kp,vel_loop_y_kp,vel_loop_x_ki,vel_loop_y_ki,vel_loop_x_kd,vel_loop_y_kd,vel_loop_enable
2.587023,1784371364.736589,100,-2.93989468,-3.44498682,-10.0054016,0.450406104,610.378052,-0.000700660341,0.000313433964,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.618665,1784371364.768231,101,-2.94201946,-3.44797468,-10.005867,0.450263977,610.403015,-0.000695338531,0.000362414488,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.650674,1784371364.800239,102,-2.94401979,-3.45342779,-10.0061226,0.45017159,610.42804,-0.000793518731,0.000425052014,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.650674,1784371364.800239,103,-2.9464848,-3.45444679,-10.0071259,0.453572482,610.453003,-0.000804552634,0.000449330662,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.681328,1784371364.830893,104,-2.94780016,-3.46075821,-10.0075188,0.452322096,610.478027,-0.00088692992,0.000483008567,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.712732,1784371364.862297,105,-2.94805503,-3.46377754,-10.0084133,0.451509356,610.503052,-0.000981616671,0.000506882381,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.744740,1784371364.894305,106,-2.9479413,-3.46567869,-10.0087681,0.450981081,610.528015,-0.000983435428,0.000464401237,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.776190,1784371364.925756,107,-2.94515562,-3.46659613,-10.0092049,0.450414509,610.55304,-0.00091184373,0.000365892687,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.807529,1784371364.957095,108,-2.94368649,-3.46759272,-10.009922,0.450269431,610.578003,-0.000923168147,0.000344284606,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.807529,1784371364.957095,109,-2.94470334,-3.46643639,-10.0107231,0.450175136,610.603027,-0.000807471341,0.000340547878,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.837535,1784371364.987101,110,-2.94272566,-3.46397686,-10.0112648,0.450113833,610.628052,-0.000779798953,0.000396780844,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.868739,1784371365.018304,111,-2.94198608,-3.45732737,-10.0121613,0.450048089,610.653015,-0.000582773879,0.00038214057,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.900738,1784371365.050303,112,-2.94301462,-3.45347786,-10.0128479,0.450031251,610.67804,-0.000342209532,0.00035447377,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.900738,1784371365.050303,113,-2.94294882,-3.4521389,-10.0133038,0.450020313,610.703003,-0.000210695856,0.00037975359,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.932749,1784371365.082315,114,-2.93991637,-3.45367479,-10.0142326,0.450013191,610.728027,-0.000182331889,0.000268629839,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.964749,1784371365.114315,115,-2.94004679,-3.44931984,-10.0148602,0.450008571,610.753052,-0.000180971794,0.000261606678,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
2.996750,1784371365.146315,116,-2.93986893,-3.4453373,-10.0155487,0.450003624,610.778015,-8.51025616e-05,0.000304909161,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.027528,1784371365.177093,117,-2.93879414,-3.44134331,-10.0163498,0.450002342,610.80304,2.75315779e-05,0.000280269567,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.027528,1784371365.177093,118,-2.93618345,-3.4368062,-10.0170708,0.450001508,610.828003,0.000207426361,0.000222215211,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.058664,1784371365.208230,119,-2.93362641,-3.43223429,-10.0172997,0.450000972,610.853027,0.000248441473,0.000157622198,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.089274,1784371365.238839,120,-2.93548012,-3.43139791,-10.0177975,0.450000405,610.878052,0.000337286474,0.000175471723,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.121275,1784371365.270841,121,-2.9354744,-3.43542433,-10.018404,0.450000256,610.903015,0.000222399627,0.000172956759,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.152132,1784371365.301697,122,-2.93517542,-3.43591213,-10.0195255,0.450000167,610.92804,3.12444281e-05,0.000218581496,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.152132,1784371365.301697,123,-2.93716764,-3.43343067,-10.0200119,0.450000107,610.953003,9.51734692e-05,0.000256953499,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
3.184215,1784371365.333781,124,-2.9401176,-3.43354893,-10.0207787,0.450000048,610.978027,8.40946086e-05,0.000345250359,0.5,0.5,1,0.150000006,4.94999981,4.80999994,0,0,0,0,1
